Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
629046,Hyderabad,6,70,31859,19029,Loss
968663,Chennai,4,811,11861,11096,Profitable
724276,Chandigarh,3,353,24593,6058,Medium
489997,Indore,1,910,30708,3197,Profitable
268160,Indore,10,258,24926,40845,Loss
580207,Pune,6,516,21791,45623,Medium
541184,Jaipur,6,997,32756,32112,Medium
867017,Chandigarh,9,643,9544,12049,Loss
160370,Coimbatore,7,685,34552,25639,Loss
941040,Bhopal,9,501,11764,6946,Loss
449339,Pune,4,994,5879,38227,Profitable
531838,Pune,4,423,16156,29476,Medium
171996,Hyderabad,8,753,15742,8765,Loss
480678,Coimbatore,4,796,39802,32515,Medium
538658,Delhi,2,242,33450,29343,Medium
795469,Lucknow,3,273,40730,43676,Medium
505303,Hyderabad,4,579,47587,32699,Medium
197796,Pune,4,614,11726,6334,Loss
393318,Ahmedabad,10,864,7284,24988,Loss
871747,Pune,2,222,31363,3040,Medium
689438,Visakhapatnam,3,780,46588,41477,Profitable
415970,Mumbai,5,215,35510,23594,Loss
555659,Jaipur,10,251,40936,40149,Loss
304502,Chandigarh,6,472,11521,49474,Loss
867611,Ahmedabad,7,892,24882,14575,Medium
241897,Chennai,9,950,28708,48869,Loss
970343,Bangalore,5,995,13654,10416,Profitable
391851,Jaipur,4,674,48212,25250,Loss
776337,Coimbatore,7,100,19879,41357,Loss
330525,Lucknow,9,157,9261,12224,Loss
652388,Lucknow,8,837,27223,23271,Loss
363213,Delhi,5,549,31317,32858,Loss
431904,Coimbatore,10,284,39744,30447,Loss
707208,Hyderabad,10,68,18517,11603,Loss
370893,Lucknow,5,316,33585,32515,Loss
905965,Visakhapatnam,10,523,23794,29446,Loss
590516,Pune,3,442,29144,10688,Medium
915594,Lucknow,1,462,24161,35506,Profitable
247350,Kolkata,5,214,19767,32658,Loss
625070,Chandigarh,6,747,15950,2552,Loss
740857,Chandigarh,3,258,36761,40618,Medium
117192,Delhi,4,460,44805,3576,Loss
151510,Visakhapatnam,6,731,16404,11645,Loss
385125,Coimbatore,4,402,30555,44288,Loss
508021,Pune,9,88,30271,3337,Loss
537758,Chennai,6,153,41211,7286,Loss
613535,Chandigarh,6,726,35017,10524,Loss
579754,Chandigarh,7,971,26349,10655,Loss
815268,Indore,6,999,35691,33258,Profitable
287111,Visakhapatnam,6,431,10121,14922,Loss
218810,Jaipur,5,423,32703,5315,Loss
466217,Jaipur,6,237,14298,37852,Loss
609334,Kolkata,3,658,40180,21107,Medium
318749,Hyderabad,2,545,24001,14789,Medium
384315,Visakhapatnam,7,952,17207,36497,Medium
882160,Chennai,2,632,6638,14949,Profitable
330146,Pune,4,116,40416,4197,Loss
265253,Pune,8,531,33730,19223,Loss
509561,Hyderabad,5,681,23958,45221,Medium
352217,Pune,2,336,19622,37917,Medium
519158,Kolkata,9,316,39328,43147,Loss
319558,Chennai,1,757,5619,46080,Profitable
646530,Jaipur,4,612,12191,14719,Medium
900741,Bangalore,2,811,24654,14111,Profitable
793721,Kolkata,2,95,27848,3768,Loss
720764,Delhi,2,83,45638,25594,Medium
719362,Coimbatore,5,309,43705,45886,Medium
903478,Indore,4,337,22597,24377,Medium
248903,Hyderabad,10,431,34498,38107,Loss
773544,Indore,9,477,21273,24527,Loss
301565,Chandigarh,9,597,29555,46389,Loss
516584,Pune,8,865,13342,45245,Medium
132714,Jaipur,2,352,28134,47653,Medium
166284,Indore,7,704,37784,49955,Loss
686666,Coimbatore,8,349,19445,13150,Loss
774344,Coimbatore,10,713,18601,16764,Loss
693352,Bhopal,1,831,16669,18624,Profitable
899239,Chandigarh,10,370,8982,37685,Loss
476944,Chennai,6,401,40152,11895,Loss
703783,Chennai,6,310,41566,14216,Loss
856336,Hyderabad,5,593,23944,26278,Medium
754843,Mumbai,9,904,14037,34138,Medium
292769,Kolkata,9,835,24935,45104,Loss
158801,Chennai,5,152,40157,35634,Loss
890044,Coimbatore,8,167,17924,42603,Loss
656011,Hyderabad,5,260,32571,25954,Loss
946085,Lucknow,1,651,16239,37581,Profitable
317974,Pune,10,844,13520,11746,Loss
457530,Jaipur,4,302,32672,39215,Loss
634374,Pune,10,391,41858,44151,Loss
278798,Visakhapatnam,9,109,30150,23772,Loss
726613,Kolkata,4,539,37992,34592,Medium
790514,Pune,3,692,49941,7019,Medium
866980,Visakhapatnam,5,409,48082,28981,Medium
886596,Chandigarh,5,223,22485,16110,Loss
143378,Visakhapatnam,2,275,21240,37109,Loss
746728,Pune,4,447,8425,41005,Profitable
388074,Coimbatore,7,121,35959,22655,Loss
520000,Visakhapatnam,1,150,31157,7095,Loss
216440,Delhi,8,982,25579,25137,Loss
243290,Jaipur,8,629,32702,5418,Loss
535017,Mumbai,6,88,19593,7040,Loss
682999,Bhopal,3,366,42162,28601,Medium
328913,Bangalore,10,641,35135,41821,Loss
743755,Delhi,10,82,33340,21522,Loss
862920,Bhopal,9,275,38529,46351,Loss
542772,Visakhapatnam,5,646,31706,22754,Medium
123205,Lucknow,4,188,19273,27400,Loss
465793,Jaipur,8,665,12684,21380,Loss
305303,Coimbatore,2,183,29219,13070,Loss
986719,Hyderabad,2,435,18871,5372,Profitable
878467,Lucknow,8,398,33615,3706,Loss
504229,Bhopal,7,180,10747,42419,Loss
982168,Delhi,5,184,43650,27782,Loss
982144,Pune,1,102,19416,38775,Profitable
980869,Bhopal,6,241,40066,6185,Loss
189671,Visakhapatnam,4,867,9150,9545,Medium
862468,Bangalore,1,196,44702,43733,Profitable
839635,Coimbatore,1,544,48007,24689,Profitable
998647,Kolkata,4,245,38875,43610,Medium
695921,Chennai,6,548,27005,35422,Medium
550170,Indore,4,448,16946,7638,Loss
382045,Bangalore,7,179,32975,20530,Loss
990293,Ahmedabad,3,73,27327,4049,Medium
479171,Bhopal,9,503,6539,23367,Loss
342226,Visakhapatnam,5,784,31363,35610,Medium
388097,Kolkata,3,665,48533,10039,Loss
972518,Lucknow,3,980,17467,30472,Profitable
235050,Bhopal,2,849,19273,19585,Medium
542305,Chennai,7,738,16391,32603,Loss
364815,Kolkata,10,225,14123,10749,Loss
638124,Bhopal,3,793,6964,35631,Profitable
951319,Coimbatore,6,711,33150,6228,Medium
962824,Coimbatore,1,305,39678,2200,Profitable
401229,Indore,7,286,12306,15232,Loss
842364,Pune,3,456,39470,4722,Medium
990503,Lucknow,5,89,31948,48052,Medium
120836,Ahmedabad,10,559,33626,18640,Loss
631183,Lucknow,9,506,30215,3511,Loss
940304,Kolkata,2,954,14420,8461,Profitable
175172,Pune,4,218,17786,47908,Loss
228932,Bangalore,1,682,34286,29736,Medium
379405,Indore,5,641,26128,19392,Loss
396249,Visakhapatnam,8,366,34870,34311,Loss
202736,Chennai,3,167,48069,22810,Loss
937726,Pune,5,328,48903,39182,Medium
878700,Pune,4,366,15024,25419,Medium
425780,Delhi,2,941,13517,39495,Profitable
681521,Jaipur,2,522,48508,20805,Medium
619814,Chandigarh,7,773,21414,26946,Medium
339550,Indore,10,530,19498,32493,Loss
240054,Indore,5,639,24701,40218,Loss
573579,Kolkata,3,862,33545,17640,Profitable
389654,Kolkata,7,518,25888,47993,Loss
130115,Coimbatore,1,450,16462,9267,Loss
745456,Lucknow,3,362,12575,40698,Profitable
330019,Lucknow,4,380,47531,43661,Loss
894026,Mumbai,5,162,14424,37006,Medium
223882,Lucknow,4,521,6853,10581,Loss
875823,Bangalore,4,586,20645,23414,Profitable
936882,Bhopal,1,361,46375,32848,Profitable
578794,Visakhapatnam,3,58,35379,44842,Loss
496070,Bangalore,7,186,19182,8160,Loss
311443,Pune,10,183,8103,13649,Loss
620133,Indore,5,261,21621,28088,Loss
167969,Jaipur,9,394,32837,31789,Loss
186393,Chandigarh,10,631,10154,38679,Loss
211687,Delhi,8,786,15135,29318,Loss
742891,Pune,10,427,48906,43428,Loss
371412,Hyderabad,7,587,15941,45806,Loss
363422,Kolkata,2,145,31735,38386,Loss
502133,Chandigarh,3,70,22510,19949,Loss
790831,Visakhapatnam,8,727,9620,8624,Loss
347357,Visakhapatnam,2,79,6536,30911,Loss
311077,Bhopal,10,748,41023,26868,Loss
116543,Chennai,9,379,31742,17912,Loss
867286,Chandigarh,4,968,23038,37607,Profitable
152266,Delhi,6,214,14997,27776,Loss
890957,Chandigarh,5,477,16369,42574,Profitable
383496,Hyderabad,5,694,47424,45578,Medium
381194,Kolkata,9,208,5963,26005,Loss
678511,Mumbai,4,573,35943,5512,Medium
440962,Chandigarh,8,958,15941,7959,Loss
393528,Indore,2,710,44841,49188,Profitable
159147,Chandigarh,5,918,30243,23890,Loss
974932,Visakhapatnam,9,778,8833,27424,Medium
959368,Jaipur,8,356,16697,44741,Loss
358996,Indore,2,713,7222,40337,Profitable
978713,Kolkata,10,603,7329,43796,Loss
239993,Hyderabad,10,248,5755,34133,Loss
434114,Pune,5,735,26092,15798,Loss
483809,Hyderabad,3,273,7296,9014,Loss
210181,Kolkata,3,795,36420,8243,Loss
246680,Chennai,8,597,6981,45135,Loss
777651,Kolkata,5,446,27067,11245,Loss
763080,Delhi,8,88,11207,5267,Loss
907527,Pune,7,335,17643,6615,Loss
657225,Mumbai,6,801,23364,30122,Medium
322281,Chennai,5,734,24117,46503,Medium
159203,Bangalore,8,929,23715,40471,Loss
830128,Bangalore,3,809,27144,35564,Profitable
653096,Bangalore,10,981,27505,43129,Loss
922842,Lucknow,2,982,16210,36031,Profitable
117481,Mumbai,9,991,7817,3938,Loss
615275,Visakhapatnam,8,467,12358,38479,Loss
194182,Visakhapatnam,2,950,45429,2221,Medium
490276,Chandigarh,8,746,48816,14542,Loss
744341,Mumbai,7,332,16522,39625,Loss
888188,Kolkata,8,307,35996,19016,Loss
166153,Pune,10,176,34532,45286,Loss
313653,Pune,1,557,39021,37228,Medium
977445,Visakhapatnam,3,330,35674,46933,Profitable
309493,Pune,6,336,40947,9714,Loss
309041,Coimbatore,9,361,14058,45428,Loss
965034,Lucknow,8,685,14465,45764,Medium
193603,Visakhapatnam,5,403,8404,42292,Loss
215431,Indore,7,844,47257,44818,Loss
260637,Kolkata,8,745,9458,43391,Loss
617951,Mumbai,3,867,11434,15833,Profitable
536200,Bhopal,8,469,41804,2708,Loss
185721,Chandigarh,2,989,43430,42436,Profitable
236942,Pune,9,104,22605,12566,Loss
535406,Chennai,1,827,43304,45358,Profitable
710123,Jaipur,1,89,36521,9666,Medium
834529,Indore,1,575,36880,39553,Profitable
983038,Visakhapatnam,3,614,6455,37376,Profitable
541760,Coimbatore,10,700,15572,46112,Loss
155436,Visakhapatnam,5,350,41303,31337,Loss
898236,Mumbai,7,684,17202,14341,Medium
280879,Hyderabad,10,226,17929,12816,Loss
749458,Bangalore,1,919,39430,15189,Profitable
622404,Kolkata,7,672,22836,45618,Medium
791903,Delhi,2,133,7772,45948,Profitable
818243,Bhopal,2,186,38432,25362,Medium
355896,Pune,3,309,44378,26899,Loss
723326,Visakhapatnam,9,85,45783,31624,Loss
725075,Lucknow,8,494,21091,16694,Loss
660490,Pune,10,444,12073,17942,Loss
576904,Indore,2,211,9099,44034,Medium
554818,Bhopal,5,547,12066,16316,Loss
847918,Jaipur,2,358,11702,41122,Profitable
146592,Kolkata,5,561,30388,26655,Loss
993960,Bhopal,2,743,44612,7513,Profitable
363622,Coimbatore,6,286,41413,45546,Loss
914433,Visakhapatnam,6,377,9044,16089,Medium
931159,Lucknow,10,664,34524,47589,Loss
304366,Visakhapatnam,6,566,34151,28267,Loss
234571,Pune,2,404,20386,4470,Loss
477519,Delhi,7,838,36766,25189,Loss
799564,Bhopal,5,860,22852,36906,Profitable
785355,Hyderabad,6,946,39325,17295,Medium
699840,Ahmedabad,8,365,32368,13541,Loss
777920,Delhi,9,948,40327,24713,Loss
836293,Coimbatore,2,794,41506,13873,Profitable
886919,Bhopal,9,99,34799,31668,Loss
185727,Coimbatore,5,699,41461,3136,Loss
598014,Visakhapatnam,8,791,16945,35217,Loss
385638,Visakhapatnam,8,201,30117,39437,Loss
238203,Coimbatore,3,81,28155,22117,Loss
439042,Bangalore,6,94,17399,28626,Loss
608999,Lucknow,6,282,39727,46728,Loss
893953,Chandigarh,5,659,45299,36407,Profitable
747689,Kolkata,7,175,6547,35562,Loss
127080,Visakhapatnam,10,443,38397,14884,Loss
907455,Visakhapatnam,7,411,10412,47077,Medium
324706,Delhi,10,926,43413,47748,Loss
746715,Delhi,7,842,34280,10825,Loss
930059,Hyderabad,10,525,30952,23868,Loss
639571,Chandigarh,1,99,40092,28025,Medium
919993,Jaipur,8,488,22435,37968,Loss
831673,Pune,6,677,16561,23772,Medium
243180,Pune,4,696,7762,45704,Medium
740100,Lucknow,10,387,41293,49110,Loss
952237,Bangalore,5,671,26602,38262,Profitable
673540,Delhi,6,275,10358,32214,Loss
525502,Coimbatore,7,328,23246,37841,Loss
614293,Delhi,3,625,6332,35259,Profitable
342053,Chennai,3,479,15851,28328,Medium
189006,Chennai,9,279,8739,33651,Loss
303954,Coimbatore,9,731,23601,24675,Loss
930517,Hyderabad,9,928,45230,19355,Loss
729752,Mumbai,9,52,11960,45453,Loss
381636,Visakhapatnam,5,50,37507,8759,Loss
143632,Delhi,3,978,12368,36415,Profitable
178995,Delhi,3,355,7578,25062,Loss
167201,Bangalore,1,625,18849,5073,Medium
552634,Lucknow,6,773,11809,5310,Loss
599194,Bangalore,5,462,30764,25442,Loss
720170,Visakhapatnam,1,836,48796,23053,Profitable
239245,Jaipur,5,648,46102,19841,Loss
423859,Chennai,1,269,24623,49776,Profitable
844073,Bhopal,1,301,39758,33179,Profitable
756328,Pune,1,408,33573,10828,Profitable
477672,Delhi,10,231,14363,34742,Loss
395845,Ahmedabad,6,751,33569,29379,Loss
616835,Visakhapatnam,3,598,19087,10393,Medium
881356,Chennai,5,778,34118,45581,Profitable
536578,Hyderabad,9,145,5640,15590,Loss
537648,Bhopal,8,239,43956,9304,Loss
226781,Chandigarh,9,734,39852,46769,Loss
395030,Chennai,4,988,38504,12726,Medium
748337,Delhi,1,561,7053,13536,Profitable
193009,Pune,5,884,49613,20839,Loss
224102,Delhi,10,359,21743,48075,Loss
238473,Jaipur,4,735,8049,43976,Medium
794329,Bhopal,8,362,31607,37811,Loss
855333,Visakhapatnam,2,230,27931,20633,Medium
335609,Visakhapatnam,10,857,31433,9582,Loss
946135,Indore,10,136,48915,11934,Loss
799132,Mumbai,7,615,8576,9820,Loss
751050,Bangalore,8,54,36139,32417,Loss
823199,Delhi,2,220,32173,42970,Profitable
848379,Hyderabad,4,521,28316,27219,Medium
427220,Bangalore,9,240,43377,37108,Loss
243834,Delhi,7,816,43877,8316,Loss
150509,Delhi,1,667,23197,28015,Medium
823536,Hyderabad,4,710,43003,20340,Profitable
490112,Delhi,3,911,12559,19417,Profitable
434222,Ahmedabad,3,501,34709,31252,Medium
444367,Indore,8,471,33031,40651,Loss
907465,Chennai,2,163,31755,15627,Medium
168920,Coimbatore,6,781,15138,17143,Loss
900075,Kolkata,4,53,32443,28351,Loss
941084,Bangalore,2,475,42078,48469,Profitable
978791,Chandigarh,4,400,33783,19700,Medium
874446,Chandigarh,10,715,28389,25958,Loss
241154,Visakhapatnam,7,329,31918,4904,Loss
727010,Bhopal,3,824,42380,27509,Profitable
551568,Pune,2,381,35913,9419,Medium
836508,Chennai,10,131,9985,17136,Loss
845995,Delhi,10,131,31581,45785,Loss
581923,Indore,2,133,16296,33833,Medium
277595,Coimbatore,10,661,17201,14434,Loss
138855,Coimbatore,4,716,18221,5888,Loss
535806,Bhopal,9,828,30984,4964,Loss
337086,Chandigarh,2,63,7996,30490,Loss
465092,Visakhapatnam,3,623,30959,5772,Medium
255776,Coimbatore,1,611,18324,12096,Medium
660652,Indore,8,719,10073,45752,Medium
194829,Coimbatore,3,584,47976,17841,Loss
665423,Indore,7,509,39626,8827,Loss
285874,Kolkata,3,497,21340,26005,Loss
658747,Lucknow,2,92,41197,43539,Medium
799876,Jaipur,3,321,26057,18470,Medium
289999,Coimbatore,3,893,29822,39172,Profitable
884986,Coimbatore,8,780,38984,29997,Medium
965740,Delhi,6,470,46936,15500,Loss
874249,Delhi,2,369,30837,38405,Profitable
998745,Visakhapatnam,9,502,14086,46574,Medium
766485,Jaipur,8,563,31789,3458,Loss
453378,Bangalore,4,584,45005,48468,Medium
206722,Visakhapatnam,6,706,37638,9045,Loss
627247,Jaipur,5,579,33718,9768,Loss
343864,Chennai,5,298,21404,33094,Loss
297564,Indore,10,672,32277,35235,Loss
203333,Visakhapatnam,4,220,19484,19806,Loss
573896,Jaipur,4,120,34544,8562,Loss
718074,Chandigarh,1,278,31876,47440,Profitable
740728,Kolkata,2,328,43620,6950,Medium
516174,Bhopal,6,481,30153,29422,Loss
150369,Chennai,6,539,32089,32889,Loss
617130,Kolkata,4,824,9045,13722,Profitable
878200,Ahmedabad,3,96,46369,22990,Medium
781385,Chennai,8,861,22038,29191,Medium
600181,Pune,10,455,22704,11186,Loss
771622,Bhopal,7,157,41154,22024,Loss
200348,Hyderabad,2,187,41656,45931,Loss
590264,Visakhapatnam,5,999,7716,34614,Profitable
987425,Indore,9,743,49214,28842,Loss
515576,Jaipur,9,897,45421,18109,Loss
129112,Lucknow,9,384,21583,45190,Loss
195350,Jaipur,4,126,29559,29235,Loss
567569,Kolkata,3,228,45405,33472,Loss
912968,Chennai,3,113,49510,19708,Medium
427958,Coimbatore,7,949,14059,3989,Loss
857223,Kolkata,3,929,8665,16874,Profitable
160731,Hyderabad,5,940,6407,40908,Medium
270593,Mumbai,5,274,39619,7711,Loss
745567,Bhopal,8,347,38233,35711,Loss
906102,Jaipur,8,590,31603,43016,Medium
474280,Lucknow,6,323,42214,47691,Loss
418731,Coimbatore,4,441,21288,40443,Medium
916203,Chandigarh,4,169,18416,37882,Medium
917783,Ahmedabad,1,88,26064,23803,Profitable
810945,Jaipur,3,933,30400,25179,Profitable
213559,Delhi,2,283,45790,49559,Loss
627598,Chennai,2,256,18895,19608,Medium
589575,Ahmedabad,9,79,22318,9954,Loss
904531,Delhi,4,968,48067,28863,Profitable
404996,Jaipur,6,311,40755,24164,Loss
557130,Ahmedabad,6,418,42609,41435,Loss
152698,Coimbatore,1,903,24741,44602,Profitable
803569,Kolkata,4,492,44412,10414,Medium
496991,Chandigarh,2,472,18428,31064,Medium
506583,Indore,7,770,21832,37479,Loss
756494,Indore,10,272,47435,36202,Loss
380239,Chandigarh,7,519,22732,3649,Loss
465930,Visakhapatnam,2,231,35627,10214,Loss
636315,Lucknow,3,163,20153,39839,Medium
427965,Ahmedabad,9,372,42329,37776,Loss
562584,Chandigarh,10,226,26863,45610,Loss
390482,Lucknow,3,61,18701,31496,Loss
643821,Jaipur,5,973,22587,32226,Profitable
864509,Visakhapatnam,6,771,22896,10950,Medium
209222,Coimbatore,4,299,34708,2372,Loss
135191,Bangalore,7,174,12275,47836,Loss
388005,Chennai,4,285,44269,33537,Loss
195512,Kolkata,5,613,43941,26949,Loss
267207,Chennai,5,655,34555,24419,Loss
583933,Visakhapatnam,8,63,25767,30573,Loss
126311,Jaipur,5,57,32750,9031,Loss
686588,Pune,5,270,45435,19447,Loss
687887,Ahmedabad,8,964,42438,33018,Medium
800831,Lucknow,3,963,14310,41216,Profitable
791512,Chandigarh,7,546,32416,17450,Loss
595316,Pune,9,300,5819,49314,Loss
102504,Pune,7,948,44609,37498,Loss
111341,Chandigarh,9,274,38154,9141,Loss
813019,Mumbai,8,930,42158,44550,Medium
769710,Chennai,9,736,32144,42713,Loss
703185,Ahmedabad,1,938,49690,44035,Profitable
583825,Chennai,5,930,32096,18850,Medium
282433,Ahmedabad,4,592,29852,13017,Loss
580275,Indore,8,302,35571,38268,Loss
899989,Coimbatore,1,307,43895,26079,Profitable
437802,Delhi,5,207,33250,7024,Loss
502526,Hyderabad,9,712,34206,12498,Loss
460559,Bangalore,3,601,6569,5903,Medium
770820,Bhopal,8,51,45192,10205,Loss
249378,Delhi,8,675,48728,39135,Loss
567773,Pune,1,611,49043,3346,Medium
873714,Indore,2,665,5313,3177,Profitable
463405,Indore,9,290,34284,7586,Loss
307033,Lucknow,8,833,47253,4816,Loss
470886,Indore,7,783,9645,42417,Medium
407492,Pune,4,114,14358,3084,Loss
779373,Chandigarh,1,259,19166,37727,Profitable
207225,Delhi,1,796,27351,32603,Profitable
979850,Indore,10,100,24629,49077,Loss
645136,Hyderabad,3,130,19002,13076,Loss
410166,Ahmedabad,9,483,28180,21645,Loss
416455,Delhi,2,106,14903,5772,Loss
423248,Visakhapatnam,5,977,26326,39238,Profitable
796134,Coimbatore,10,402,35246,7048,Loss
488093,Pune,9,658,35133,25998,Loss
765417,Indore,3,593,38174,26720,Profitable
492754,Mumbai,5,181,22495,27901,Loss
133855,Bangalore,10,614,48861,10256,Loss
523904,Kolkata,2,64,37640,39302,Loss
436976,Pune,10,209,7494,33896,Loss
532921,Hyderabad,3,505,17225,45701,Profitable
462772,Delhi,4,871,14143,10744,Medium
747678,Chandigarh,9,895,47637,38115,Loss
903850,Bhopal,9,121,39225,26735,Loss
241217,Ahmedabad,5,445,47215,31104,Loss
536347,Delhi,5,340,29095,29633,Loss
701087,Bhopal,1,335,12330,16969,Profitable
882183,Chennai,10,68,24830,8279,Loss
245388,Bhopal,3,142,11653,20970,Loss
943676,Lucknow,8,563,37810,15642,Loss
944813,Bangalore,3,486,46636,40809,Profitable
900340,Jaipur,5,344,22813,43193,Medium
459768,Coimbatore,6,506,9152,25853,Loss
623872,Mumbai,5,944,13082,38616,Profitable
337003,Lucknow,10,635,28753,28768,Loss
380661,Hyderabad,9,793,23660,25291,Loss
194374,Delhi,2,82,19479,25155,Loss
853298,Pune,4,776,38671,9502,Profitable
788858,Chandigarh,2,817,23396,41239,Profitable
928690,Ahmedabad,6,248,33976,8647,Loss
727717,Chandigarh,7,247,48357,46657,Loss
679453,Ahmedabad,1,994,15081,21152,Profitable
196132,Visakhapatnam,3,87,38466,13901,Loss
235237,Bangalore,6,328,7050,34879,Loss
606649,Kolkata,10,951,18893,11170,Loss
695233,Pune,4,393,21970,12036,Loss
595455,Delhi,3,647,13789,38778,Profitable
548072,Indore,5,393,12043,44424,Medium
379542,Coimbatore,8,202,20370,39258,Loss
938885,Bangalore,6,488,31646,4707,Loss
557067,Jaipur,8,890,37447,13524,Loss
989224,Bhopal,2,728,37459,32649,Profitable
543077,Chandigarh,10,327,17707,3485,Loss
913494,Jaipur,1,172,17495,47269,Profitable
612512,Coimbatore,7,230,33025,29527,Loss
937698,Kolkata,8,998,21540,30852,Profitable
484339,Bangalore,6,502,21991,30439,Loss
643359,Chandigarh,6,326,21561,23850,Loss
393242,Visakhapatnam,8,660,41244,45714,Loss
360981,Chandigarh,7,128,31004,18195,Loss
291337,Delhi,5,635,11839,39939,Medium
255276,Bangalore,3,140,7220,45606,Loss
340742,Chennai,4,684,27653,36846,Medium
863373,Pune,10,727,39094,24232,Loss
684385,Chandigarh,5,826,20559,48568,Profitable
369689,Ahmedabad,7,477,32482,42374,Loss
722878,Jaipur,6,594,41664,3886,Loss
317273,Lucknow,10,703,14006,16553,Loss
979710,Delhi,8,158,27056,38515,Loss
873219,Bhopal,3,544,30290,5241,Medium
110344,Delhi,1,509,35480,8308,Loss
148438,Mumbai,5,312,20873,32853,Loss
535388,Indore,4,617,8900,20589,Medium
167573,Mumbai,9,109,21490,45008,Loss
238457,Jaipur,6,884,9964,3692,Loss
493009,Pune,1,630,18237,20737,Profitable
532447,Chandigarh,2,796,9301,15445,Profitable
692226,Chandigarh,3,543,35591,35571,Profitable
293437,Bangalore,7,332,10337,30968,Loss
635215,Chandigarh,6,775,24609,24582,Medium
166288,Hyderabad,8,783,47356,4693,Loss
820826,Visakhapatnam,10,101,9490,7113,Loss
547054,Mumbai,5,98,43366,10681,Loss
371668,Mumbai,8,995,16571,32291,Loss
266940,Lucknow,2,969,10059,2119,Profitable
871663,Mumbai,2,280,24623,30003,Profitable
715041,Bhopal,4,849,43774,28434,Profitable
423983,Kolkata,6,450,23184,49675,Loss
967447,Delhi,9,371,13303,49444,Loss
157708,Coimbatore,3,294,40614,45024,Loss
489477,Chennai,5,997,32508,24323,Medium
986244,Chennai,5,821,45804,2313,Medium
266930,Pune,3,369,37347,34916,Loss
564379,Visakhapatnam,1,173,37105,10372,Medium
825671,Ahmedabad,2,806,37154,45356,Profitable
990601,Kolkata,4,832,13458,26182,Profitable
141837,Jaipur,2,897,7133,22782,Profitable
638546,Pune,8,179,27616,23215,Loss
